sale_id;data_venda;ano;mes;loja;bairro_entrega;canal;tipo_cliente;categoria;produto;unidade;quantidade;custo_unitario;preco_venda_unitario;promocao;perda_quebra_custo;receita_total;custo_total;lucro_total;margem_lucro;fornecedor;forma_pagamento
HF202504053;2025-11-22;2025;11;Hortfruit Moema;Brooklin;Feira (parceiro);Lanchonete;Legume;Pimentão verde;kg;10,06;7.99;12.5;0;0,0;125,75;80,38;45,37;0,3608;Cooperativa;Pix
HF202504054;2025-09-06;2025;9;Hortfruit Moema;Lapa;Feira (parceiro);PF;Legume;Brócolis;un;36,0;5.99;7.5;0;0,0;270,0;215,64;54,36;0,2013;Cooperativa;Dinheiro
HF202504055;2025-05-06;2025;5;Hortfruit Santo Amaro;Santana;Loja física;PF;Verdura;Couve manteiga;maço;6,0;1.99;3.5;0;0,0;21,0;11,94;9,06;0,4314;Distribuidor regional;Dinheiro
HF202504056;2025-04-29;2025;4;Hortfruit Vila Mariana;Bela Vista;Delivery app;Restaurante;Legume;Tomate italiano;kg;18,77;6.99;12.0;0;0,0;225,24;131,2;94,04;0,4175;Cooperativa;Vale-alimentação
HF202504057;2025-13-05;2025;10;Hortfruit Santana;Santana;Feira (parceiro);Restaurante;Fruta;Manga palmer;kg;18,57;7.5;9.99;0;0,0;185,51;139,28;46,23;0,2492;Distribuidor regional;Débito
HF202504058;2025-06-16;2025;6;Hortfruit Tatuapé;Bela Vista;Loja física;Cozinha industrial;Fruta;Mamão papaya;kg;7,19;6.5;8.99;0;0,0;64,64;46,73;17,91;0,2771;Produtor local;Dinheiro
HF202504059;2025-06-22;2025;6;Hortfruit Pinheiros;Santana;Retirada;Mercado;Verdura;Alface americana;un;1,0;2.0;2.99;0;0,0;2,99;2,0;0,99;0,3311;Cooperativa;Vale-alimentação
HF202504060;2025-03-04;2025;3;Hortfruit Vila Mariana;Butantã;Retirada;Mercado;Legume;Beterraba;kg;19,71;4.99;5.0;1;0,0;98,55;98,35;0,2;0,002;Produtor local;Dinheiro
HF202504061;2025-11-18;2025;11;Hortfruit Santo Amaro;Santo Amaro;Feira (parceiro);Restaurante;Fruta;Abacaxi;un;1,0;5.0;6.0;0;0,0;6,0;5,0;1,0;0,1667;CEAGESP (atacado);Crédito
HF202504062;2025-07-28;2025;7;Hortfruit Santana;Tatuapé;Feira (parceiro);PF;Fruta;Uva itália;kg;19,19;16.5;19.5;0;0,0;374,21;316,64;57,57;0,1538;Produtor local;Vale-alimentação
HF202504063;2025-02-04;2025;2;Hortfruit Pinheiros;Lapa;Feira (parceiro);PF;Verdura;Alface crespa;un;7,0;1.5;2.5;0;0,0;17,5;10,5;7,0;0,4;Distribuidor regional;Crédito
HF202504064;2025-01-05;2025;1;Hortfruit Pinheiros;Butantã;Delivery app;Restaurante;Verdura;Alface crespa;un;30,0;1.5;2.5;0;0,0;75,0;45,0;30,0;0,4;Importadora;Vale-alimentação
HF202504065;2025-10-26;2025;10;Hortfruit Vila Mariana;Butantã;WhatsApp;Cozinha industrial;Fruta;Tangerina ponkan;kg;7,99;4.5;6.99;0;0,0;55,85;35,95;19,9;0,3563;Importadora;Vale-alimentação
HF202504066;2025-01-12;2025;1;Hortfruit Santo Amaro;Butantã;Retirada;PF;Fruta;Kiwi;kg;1,42;19.5;27.5;0;0,0;39,05;27,69;11,36;0,2909;Produtor local;Dinheiro
HF202504067;2025-12-03;2025;12;Hortfruit Vila Mariana;Ipiranga;Feira (parceiro);PF;Legume;Batata doce;kg;8,58;3.5;5.0;0;0,0;42,9;30,03;12,87;0,3;Cooperativa;Dinheiro
HF202504068;2025-09-24;2025;9;Hortfruit Tatuapé;Butantã;WhatsApp;Restaurante;Legume;Couve-flor;un;5,0;4.99;6.5;0;0,0;32,5;24,95;7,55;0,2323;Importadora;Dinheiro
HF202504069;2025-11-11;2025;11;Hortfruit Santo Amaro;Santo Amaro;Delivery app;Lanchonete;Fruta;Maçã gala;kg;9,3;7.5;13.5;0;0,0;125,55;69,75;55,8;0,4444;Distribuidor regional;Débito
HF202504070;2025-01-14;2025;1;Hortfruit Santo Amaro;Ipiranga;Feira (parceiro);Cozinha industrial;Legume;Tomate italiano;kg;11,2;5.5;7.5;1;0,0;84,0;61,6;22,4;0,2667;CEAGESP (atacado);Débito
HF202504071;2025-11-31;2025;11;Hortfruit Santo Amaro;Bela Vista;Retirada;Cozinha industrial;Legume;Pimentão vermelho;kg;2,99;8.0;10.0;0;0,0;29,9;23,92;5,98;0,2;Distribuidor regional;Dinheiro
HF202504072;2025-05-23;2025;5;Hortfruit Santo Amaro;Brooklin;Delivery app;Mercado;Verdura;Cebolinha;maço;28,0;1.5;3.0;0;0,0;84,0;42,0;42,0;0,5;CEAGESP (atacado);Vale-alimentação
HF202504073;2025-06-22;2025;6;Hortfruit Santo Amaro;Pinheiros;Retirada;Lanchonete;Fruta;Laranja pera;kg;1,2;4.5;7.0;0;0,0;8,4;5,4;3,0;0,3571;Importadora;Vale-alimentação
HF202504074;2025-10-08;2025;10;Hortfruit Tatuapé;Pinheiros;Delivery app;PF;Fruta;Limão taiti;kg;8,78;5.0;9.99;0;0,0;87,71;43,9;43,81;0,4995;Distribuidor regional;Débito
HF202504075;2025-09-12;2025;9;Hortfruit Santana;Moema;Retirada;Lanchonete;Verdura;Cheiro-verde;maço;8,0;1.5;2.5;0;0,0;20,0;12,0;8,0;0,4;Cooperativa;Débito
HF202504076;2025-09-23;2025;9;Hortfruit Santana;Bela Vista;Loja física;PF;Fruta;Uva itália;kg;3,29;11.5;17.5;0;0,0;57,58;37,84;19,74;0,3428;Importadora;Crédito
HF202504077;2025-03-23;2025;3;Hortfruit Santana;Brooklin;Feira (parceiro);Restaurante;Legume;Tomate cereja;bandeja;13,0;6.5;11.5;0;0,0;149,5;84,5;65,0;0,4348;Importadora;Pix
HF202504078;2025-05-28;2025;5;Hortfruit Vila Mariana;Brooklin;Feira (parceiro);Mercado;Legume;Alho;kg;12,34;18.0;26.99;0;0,0;333,06;222,12;110,94;0,3331;Cooperativa;Débito
HF202504079;2025-10-02;2025;10;Hortfruit Santo Amaro;Tatuapé;Feira (parceiro);Lanchonete;Verdura;Alface crespa;un;6,0;1.5;2.5;0;0,0;15,0;9,0;6,0;0,4;Distribuidor regional;Pix
HF202504080;2025-02-11;2025;2;Hortfruit Moema;Tatuapé;Delivery app;PF;Legume;Couve-flor;un;36,0;4.5;7.5;0;0,0;270,0;162,0;108,0;0,4;Cooperativa;Dinheiro
HF202504081;2025-01-18;2025;1;Hortfruit Tatuapé;Lapa;Loja física;Mercado;Verdura;Rúcula;maço;11,0;2.5;4.5;0;0,0;49,5;27,5;22,0;0,4444;Cooperativa;Débito
HF202504082;2025-09-06;2025;9;Hortfruit Vila Mariana;Vila Mariana;WhatsApp;PF;Legume;Pimentão vermelho;kg;16,78;8.0;12.0;0;0,0;201,36;134,24;67,12;0,3333;Distribuidor regional;Débito
HF202504083;2025-10-21;2025;10;Hortfruit Tatuapé;Moema;WhatsApp;Restaurante;Legume;Couve-flor;un;10,0;6.0;9.5;0;0,0;95,0;60,0;35,0;0,3684;Cooperativa;Débito
HF202504084;2025-05-12;2025;5;Hortfruit Santo Amaro;Butantã;Retirada;Mercado;Fruta;Maçã fuji;kg;8,04;7.5;9.99;0;0,0;80,32;60,3;20,02;0,2493;Distribuidor regional;Débito
HF202504085;2025-02-10;2025;2;Hortfruit Santo Amaro;Ipiranga;Delivery app;Cozinha industrial;Verdura;Repolho;kg;13,94;3.0;5.99;0;0,0;83,5;41,82;41,68;0,4992;Produtor local;Vale-alimentação
HF202504086;2025-04-08;2025;4;Hortfruit Pinheiros;Santana;Retirada;Mercado;Fruta;Goiaba;kg;17,19;7.0;11.5;0;0,0;197,69;120,33;77,36;0,3913;Produtor local;Pix
HF202504087;2025-10-04;2025;10;Hortfruit Santana;Brooklin;Delivery app;Mercado;Legume;Beterraba;kg;3,41;4.5;6.5;0;0,0;22,16;15,35;6,81;0,3073;Distribuidor regional;Débito
HF202504088;2025-05-18;2025;5;Hortfruit Tatuapé;Santo Amaro;WhatsApp;Mercado;Verdura;Agrião;maço;10,0;3.5;4.5;0;0,0;45,0;35,0;10,0;0,2222;Distribuidor regional;Dinheiro
HF202504089;2025-02-08;2025;2;Hortfruit Santo Amaro;Vila Mariana;Delivery app;Cozinha industrial;Legume;Tomate cereja;bandeja;3,0;7.5;12.5;0;0,0;37,5;22,5;15,0;0,4;Cooperativa;Débito
HF202504090;2025-09-25;2025;9;Hortfruit Santo Amaro;Vila Mariana;Delivery app;Lanchonete;Legume;Beterraba;kg;7,8;5.0;9.5;0;0,0;74,1;39,0;35,1;0,4737;Distribuidor regional;Vale-alimentação
HF202504091;2025-08-26;2025;8;Hortfruit Santana;Vila Mariana;WhatsApp;Cozinha industrial;Fruta;Mamão papaya;kg;11,75;8.0;11.99;1;0,0;140,88;94,0;46,88;0,3328;Produtor local;Dinheiro
HF202504092;2025-10-28;2025;10;Hortfruit Santo Amaro;Moema;Loja física;Padaria;Fruta;Limão taiti;kg;1,93;3.5;4.99;0;0,0;9,63;6,75;2,88;0,2991;Distribuidor regional;Débito
HF202504093;2025-03-30;2025;3;Hortfruit Moema;Lapa;Loja física;Cozinha industrial;Fruta;Maçã gala;kg;16,91;9.5;13.5;0;0,0;228,28;160,65;67,63;0,2963;Produtor local;Débito
HF202504094;2025-12-17;2025;12;Hortfruit Pinheiros;Pinheiros;Retirada;Restaurante;Verdura;Alface crespa;un;6,0;2.0;2.5;0;0,0;15,0;12,0;3,0;0,2;CEAGESP (atacado);Dinheiro
HF202504095;2025-06-03;2025;6;Hortfruit Santo Amaro;Lapa;Retirada;Restaurante;Legume;Pimentão vermelho;kg;8,81;8.5;15.0;0;0,0;132,15;74,89;57,26;0,4333;CEAGESP (atacado);Dinheiro
HF202504096;2025-10-10;2025;10;Hortfruit Moema;Bela Vista;Delivery app;Cozinha industrial;Verdura;Agrião;maço;4,0;2.5;4.5;0;2,5;18,0;10,0;5,5;0,3056;Cooperativa;Crédito
HF202504097;2025-03-29;2025;3;Hortfruit Pinheiros;Butantã;Feira (parceiro);Cozinha industrial;Fruta;Maracujá;kg;12,46;8.0;11.5;0;0,0;143,29;99,68;43,61;0,3043;Importadora;Débito
HF202504098;2025-11-17;2025;11;Hortfruit Tatuapé;Santana;Loja física;Restaurante;Fruta;Uva itália;kg;19,09;14.5;18.5;0;0,0;353,17;276,81;76,36;0,2162;Produtor local;Pix
HF202504099;2025-04-26;2025;4;Hortfruit Santana;Santana;Loja física;Lanchonete;Fruta;Limão taiti;kg;10,0;4.0;6.99;0;0,0;69,9;40,0;29,9;0,4278;Distribuidor regional;Vale-alimentação
HF202504100;2025-10-09;2025;10;Hortfruit Tatuapé;Butantã;Loja física;Mercado;Fruta;Coco verde;un;4,0;4.5;6.0;0;0,0;24,0;18,0;6,0;0,25;Distribuidor regional;Dinheiro
HF202504101;2025-05-18;2025;5;Hortfruit Pinheiros;Lapa;Retirada;Cozinha industrial;Legume;Pepino japonês;kg;4,53;4.99;6.99;0;0,0;31,66;22,6;9,06;0,2862;Importadora;Débito
HF202504102;2025-05-27;2025;5;Hortfruit Santo Amaro;Lapa;WhatsApp;PF;Legume;Couve-flor;un;18,0;5.0;7.99;0;22,5;143,82;90,0;31,32;0,2178;CEAGESP (atacado);Crédito
HF202504103;2025-04-08;2025;4;Hortfruit Tatuapé;Moema;Delivery app;Cozinha industrial;Legume;Batata doce;kg;5,41;3.99;5.5;1;0,0;29,76;21,59;8,17;0,2745;CEAGESP (atacado);Crédito
HF202504104;2025-07-29;2025;7;Hortfruit Tatuapé;Santo Amaro;Retirada;Padaria;Verdura;Espinafre;maço;24,0;4.0;6.0;0;0,0;144,0;96,0;48,0;0,3333;Cooperativa;Dinheiro
HF202504105;2025-03-11;2025;3;Hortfruit Santo Amaro;Brooklin;Delivery app;Cozinha industrial;Legume;Beterraba;kg;11,22;3.99;5.99;1;0,0;67,21;44,77;22,44;0,3339;Distribuidor regional;Crédito
HF202504106;2025-02-17;2025;2;Hortfruit Moema;Moema;Delivery app;Mercado;Legume;Cebola;kg;19,24;4.0;6.0;0;0,0;115,44;76,96;38,48;0,3333;Distribuidor regional;Crédito
HF202504107;2025-06-15;2025;6;Hortfruit Santana;Pinheiros;Loja física;Restaurante;Verdura;Salsinha;maço;22,0;1.99;2.5;0;0,0;55,0;43,78;11,22;0,204;Distribuidor regional;Vale-alimentação
HF202504108;2025-10-23;2025;10;Hortfruit Tatuapé;Tatuapé;Delivery app;Lanchonete;Fruta;Coco verde;un;7,0;4.0;6.0;0;0,0;42,0;28,0;14,0;0,3333;Produtor local;Débito
HF202504109;2025-11-27;2025;11;Hortfruit Santo Amaro;Santo Amaro;Feira (parceiro);Padaria;Legume;Tomate cereja;bandeja;7,0;6.0;10.5;0;0,0;73,5;42,0;31,5;0,4286;Cooperativa;Pix
HF202504110;2025-08-11;2025;8;Hortfruit Moema;Vila Mariana;Loja física;Cozinha industrial;Fruta;Mamão papaya;kg;7,55;8.5;12.5;0;0,0;94,38;64,17;30,21;0,3201;CEAGESP (atacado);Dinheiro
HF202504111;2025-07-22;2025;7;Hortfruit Vila Mariana;Santo Amaro;WhatsApp;PF;Verdura;Manjericão;maço;18,0;2.5;4.5;0;0,0;81,0;45,0;36,0;0,4444;Produtor local;Vale-alimentação
HF202504112;2025-01-07;2025;1;Hortfruit Moema;Tatuapé;WhatsApp;Padaria;Legume;Abóbora cabotiá;kg;3,36;4.99;6.99;0;0,0;23,49;16,77;6,72;0,2861;CEAGESP (atacado);Crédito
HF202504113;2025-12-01;2025;12;Hortfruit Santana;Santo Amaro;Feira (parceiro);Mercado;Legume;Pimentão verde;kg;12,9;7.5;11.0;0;0,0;141,9;96,75;45,15;0,3182;Cooperativa;Crédito
HF202504114;2025-02-07;2025;2;Hortfruit Pinheiros;Vila Mariana;WhatsApp;Lanchonete;Verdura;Rúcula;maço;3,0;2.0;3.99;0;0,0;11,97;6,0;5,97;0,4987;Cooperativa;Débito
HF202504115;2025-03-22;2025;3;Hortfruit Vila Mariana;Bela Vista;WhatsApp;Lanchonete;Verdura;Alface crespa;un;15,0;2.5;3.5;0;0,0;52,5;37,5;15,0;0,2857;CEAGESP (atacado);Dinheiro
HF202504116;2025-02-13;2025;2;Hortfruit Pinheiros;Bela Vista;Retirada;Padaria;Legume;Alho;kg;12,28;17.5;23.5;0;0,0;399,16;214,9;68,31;0,2146;Importadora;Pix
HF202504117;2025-05-22;2025;5;Hortfruit Tatuapé;Santo Amaro;Delivery app;Mercado;Fruta;Melancia;kg;3,9;2.99;3.99;0;0,0;15,56;11,66;3,9;0,2506;Distribuidor regional;Pix
HF202504118;2025-09-25;2025;9;Hortfruit Tatuapé;Tatuapé;Retirada;Padaria;Legume;Batata doce;kg;19,64;6.0;7.5;0;0,0;147,3;117,84;29,46;0,2;Produtor local;Débito
HF202504119;2025-12-27;2025;12;Hortfruit Santo Amaro;Moema;Retirada;Cozinha industrial;Fruta;Kiwi;kg;10,25;18.5;27.99;0;0,0;286,9;189,62;97,28;0,3391;CEAGESP (atacado);Pix
HF202504120;2025-10-19;2025;10;Hortfruit Pinheiros;Brooklin;Delivery app;Padaria;Fruta;Coco verde;un;6,0;3.5;5.5;0;0,0;33,0;21,0;12,0;0,3636;Produtor local;Crédito
HF202504121;2025-10-02;2025;10;Hortfruit Santo Amaro;Pinheiros;Feira (parceiro);Padaria;Fruta;Maçã gala;kg;8,89;8.5;12.5;0;0,0;111,12;75,56;35,56;0,32;CEAGESP (atacado);Débito
HF202504122;2025-03-01;2025;3;Hortfruit Santo Amaro;Ipiranga;Retirada;Mercado;Legume;Alho;kg;19,05;21.99;31.5;0;0,0;600,08;418,91;181,17;0,3019;CEAGESP (atacado);Vale-alimentação
HF202504123;2025-11-14;2025;11;Hortfruit Santana;Santana;WhatsApp;Mercado;Legume;Tomate cereja;bandeja;3,0;5.5;8.99;0;0,0;26,97;16,5;10,47;0,3882;Produtor local;Dinheiro
HF202504124;2025-11-14;2025;11;Hortfruit Santo Amaro;Ipiranga;Loja física;PF;Legume;Abobrinha;kg;12,93;4.5;7.0;0;0,0;90,51;58,19;32,32;0,3571;Produtor local;Dinheiro
HF202504125;2025-11-21;2025;11;Hortfruit Vila Mariana;Santo Amaro;Loja física;Mercado;FRUTA;Morango;bandeja;3,0;6.99;10.5;0;0,0;31,5;20,97;10,53;0,3343;Importadora;Débito
HF202504126;2025-05-06;2025;5;Hortfruit Moema;Pinheiros;Feira (parceiro);Padaria;Fruta;Banana nanica;kg;4,46;4.5;6.5;1;0,0;28,99;20,07;8,92;0,3077;CEAGESP (atacado);Vale-alimentação
HF202504127;2025-08-06;2025;8;Hortfruit Vila Mariana;Pinheiros;WhatsApp;Cozinha industrial;Legume;  Pimentão vermelho  ;kg;8,45;6.99;9.99;0;14,77;84,42;59,07;10,58;0,1253;CEAGESP (atacado);Vale-alimentação
HF202504128;2025-12-19;2025;12;Hortfruit Santo Amaro;Brooklin;Delivery app;Lanchonete;Verdura;Couve manteiga;maço;16,0;2.0;3.99;0;0,0;63,84;32,0;31,84;0,4987;Distribuidor regional;Vale-alimentação
HF202504129;2025-12-29;2025;12;Hortfruit Santo Amaro;Pinheiros;Delivery app;PF;Fruta;Maçã gala;kg;19,02;8.5;13.5;0;0,0;256,77;161,67;95,1;0,3704;CEAGESP (atacado);Crédito
HF202504130;2025-07-28;2025;7;Hortfruit Tatuapé;Moema;Loja física;Padaria;Fruta;Goiaba;kg;18,1;7.5;11.0;0;0,0;199,1;135,75;63,35;0,3182;Produtor local;Débito
HF202504131;2025-12-14;2025;12;Hortfruit Moema;Moema;Delivery app;Cozinha industrial;Verdura;Espinafre;maço;17,0;2.99;4.99;0;0,0;84,83;50,83;34,0;0,4008;Importadora;Débito
HF202504132;2025-02-30;2025;3;Hortfruit Santana;Vila Mariana;Delivery app;Lanchonete;Legume;Cebola;kg;4,8;2.5;4.99;0;0,0;23,95;12,0;11,95;0,499;Cooperativa;Crédito
HF202504133;2025-05-18;2025;5;Hortfruit Santana;Bela Vista;WhatsApp;PF;Verdura;Coentro;maço;20,0;3.0;4.0;0;0,0;80,0;60,0;20,0;0,25;Importadora;Pix
HF202504134;2025-12-09;2025;12;Hortfruit Pinheiros;Pinheiros;Loja física;Cozinha industrial;Legume;  Alho  ;kg;7,17;20.5;27.99;0;0,0;200,69;146,98;53,71;0,2676;Produtor local;Crédito
HF202504135;2025-08-13;2025;8;Hortfruit Tatuapé;Lapa;WhatsApp;Lanchonete;Verdura;Alface americana;un;22,0;2.0;4.0;0;0,0;88,0;44,0;44,0;0,5;Cooperativa;Débito
HF202504136;2025-03-16;2025;3;Hortfruit Santo Amaro;Santana;Loja física;Mercado;Verdura;Coentro;maço;12,0;2.0;3.99;0;0,0;47,88;24,0;23,88;0,4987;Produtor local;Débito
HF202504137;2025-04-22;2025;4;Hortfruit Pinheiros;Santana;Feira (parceiro);Cozinha industrial;Fruta;Goiaba;kg;17,86;7.5;9.99;1;0,0;178,42;133,95;44,47;0,2492;Importadora;Dinheiro
HF202504138;2025-11-07;2025;11;Hortfruit Santana;Santo Amaro;Retirada;Restaurante;Fruta;Maçã gala;kg;12,44;8.0;11.5;0;0,0;143,06;99,52;43,54;0,3043;Produtor local;Vale-alimentação
HF202504139;2025-04-05;2025;4;Hortfruit Pinheiros;Santana;Loja física;Cozinha industrial;Fruta;  Manga palmer  ;kg;10,49;6.5;10.99;0;0,0;115,29;68,19;47,1;0,4085;Cooperativa;Crédito
HF202504140;2025-06-01;2025;6;Hortfruit Tatuapé;Lapa;WhatsApp;PF;Verdura;Manjericão;maço;19,0;2.5;4.5;0;0,0;85,5;47,5;38,0;0,4444;CEAGESP (atacado);Crédito
HF202504141;2025-10-18;2025;10;Hortfruit Moema;Santo Amaro;WhatsApp;Mercado;Legume;Cebola;kg;12,66;4.5;6.5;0;0,0;82,29;56,97;25,32;0,3077;Cooperativa;Pix
HF202504142;2025-05-24;2025;5;Hortfruit Santo Amaro;Bela Vista;WhatsApp;Restaurante;Fruta;Banana nanica;kg;11,87;5.5;8.99;0;0,0;106,71;65,28;41,43;0,3882;Importadora;Crédito
HF202504143;2025-06-05;2025;6;Hortfruit Pinheiros;Moema;WhatsApp;Cozinha industrial;Verdura;Repolho;kg;12,4;2.99;4.0;0;0,0;49,6;37,08;12,52;0,2524;Distribuidor regional;Pix
HF202504144;2025-06-16;2025;6;Hortfruit Santana;Bela Vista;Feira (parceiro);Restaurante;Verdura;Alface crespa;un;34,0;2.0;2.99;1;0,0;101,66;68,0;33,66;0,3311;Importadora;Débito
HF202504145;2025-10-04;2025;10;Hortfruit Tatuapé;Santo Amaro;Feira (parceiro);Cozinha industrial;Verdura;Alface americana;un;7,0;1.99;2.99;0;0,0;20,93;13,93;7,0;0,3344;Produtor local;Crédito
HF202504146;2025-04-02;2025;4;Hortfruit Tatuapé;Tatuapé;Retirada;Lanchonete;Fruta;Uva vitória;kg;6,15;13.5;19.5;0;0,0;119,93;83,03;36,9;0,3077;Produtor local;Crédito
HF202504147;2025-06-10;2025;6;Hortfruit Tatuapé;Pinheiros;WhatsApp;Mercado;Fruta;Melancia;kg;14,44;2.5;3.5;0;0,0;50,54;36,1;14,44;0,2857;Produtor local;Pix
HF202504148;2025-01-29;2025;1;Hortfruit Moema;Vila Mariana;WhatsApp;Restaurante;Legume;Pimentão vermelho;kg;15,72;8.5;12.5;0;0,0;196,5;133,62;62,88;0,32;Cooperativa;Vale-alimentação
HF202504149;2025-10-19;2025;10;Hortfruit Santana;Butantã;Loja física;PF;Fruta;Manga palmer;kg;13,44;6.99;8.5;0;23,49;114,24;93,95;-3,2;-0,028;CEAGESP (atacado);Dinheiro
HF202504150;2025-07-05;2025;7;Hortfruit Santana;Moema;WhatsApp;Cozinha industrial;Fruta;Manga palmer;kg;3,23;7.0;8.99;0;0,0;29,04;22,61;6,43;0,2214;Distribuidor regional;Débito
HF202504151;2025-11-27;2025;11;Hortfruit Moema;Brooklin;Retirada;Restaurante;Fruta;Maracujá;kg;18,44;9.5;13.5;0;0,0;248,94;175,18;73,76;0,2963;Produtor local;Pix
HF202504152;2025-04-24;2025;4;Hortfruit Moema;Vila Mariana;Delivery app;Cozinha industrial;LEGUME;Abobrinha;kg;14,91;4.5;8.5;0;0,0;126,73;67,09;59,64;0,4706;Importadora;Débito
HF202504153;2025-12-03;2025;12;Hortfruit Santo Amaro;Brooklin;Loja física;Cozinha industrial;Legume;Beterraba;kg;19,13;3.5;4.5;0;0,0;86,08;66,95;19,13;0,2222;Importadora;Dinheiro
HF202504154;2025-12-23;2025;12;Hortfruit Santo Amaro;Brooklin;Loja física;Lanchonete;Legume;Cebola;kg;6,16;3.0;4.5;0;0,0;27,72;18,48;9,24;0,3333;Cooperativa;Dinheiro
HF202504155;2025-02-28;2025;2;Hortfruit Santo Amaro;Pinheiros;Delivery app;Cozinha industrial;Verdura;Cebolinha;maço;26,0;1.99;3.5;0;0,0;91,0;51,74;39,26;0,4314;CEAGESP (atacado);Débito
HF202504156;2025-02-14;2025;2;Hortfruit Pinheiros;Butantã;Feira (parceiro);Mercado;Legume;Tomate cereja;bandeja;6,0;7.99;11.0;0;11,98;76,26;47,94;7,32;0,1105;Distribuidor regional;Crédito
HF202504157;2025-11-31;2025;6;Hortfruit Santo Amaro;Butantã;Feira (parceiro);Mercado;Fruta;Tangerina ponkan;kg;7,73;6.5;8.5;0;0,0;65,7;50,25;15,45;0,2352;Cooperativa;Dinheiro
HF202504158;2025-03-16;2025;3;Hortfruit Santo Amaro;Santo Amaro;WhatsApp;Restaurante;Fruta;Melão amarelo;kg;9,38;3.99;6.5;0;0,0;60,97;37,43;23,54;0,3861;Produtor local;Crédito
HF202504159;2025-04-28;2025;4;Hortfruit Pinheiros;Butantã;WhatsApp;Lanchonete;Fruta;Manga palmer;kg;4,25;6.0;10.99;0;0,0;46,71;25,5;21,21;0,4541;Produtor local;Pix
HF202504160;2025-09-20;2025;9;Hortfruit Moema;Vila Mariana;WhatsApp;Restaurante;Verdura;Salsinha;maço;13,0;2.0;2.99;0;0,0;38,87;26,0;12,87;0,3311;Cooperativa;Pix
HF202504161;2025-01-26;2025;1;Hortfruit Santana;Pinheiros;WhatsApp;Padaria;Verdura;Repolho;kg;10,63;2.0;3.5;0;0,0;37,21;21,26;15,95;0,4286;Produtor local;Débito
HF202504162;2025-08-21;2025;8;Hortfruit Pinheiros;Tatuapé;Retirada;Mercado;Fruta;Maçã gala;kg;3,9;8.99;11.0;0;0,0;42,9;35,06;7,84;0,1828;Produtor local;Vale-alimentação
HF202504163;2025-06-28;2025;6;Hortfruit Tatuapé;Moema;Feira (parceiro);PF;Legume;Tomate italiano;kg;9,63;7.5;10.0;0;0,0;96,3;72,23;24,07;0,2499;Importadora;Pix
HF202504164;2025-02-24;2025;2;Hortfruit Tatuapé;Tatuapé;WhatsApp;Padaria;Fruta;Maracujá;kg;18,02;8.5;10.5;0;0,0;189,21;153,17;36,04;0,1905;Importadora;Vale-alimentação
HF202504165;2025-03-19;2025;3;Hortfruit Tatuapé;Bela Vista;Retirada;Cozinha industrial;Fruta;Goiaba;kg;18,47;6.99;11.0;0;0,0;203,17;129,11;74,06;0,3645;CEAGESP (atacado);Dinheiro
HF202504166;2025-10-16;2025;10;Hortfruit Santana;Tatuapé;Delivery app;Restaurante;Legume;Pepino japonês;kg;4,54;3.5;6.5;0;0,0;29,51;15,89;13,62;0,4615;Importadora;Pix
HF202504167;2025-10-07;2025;10;Hortfruit Moema;Brooklin;Retirada;Cozinha industrial;Fruta;Ameixa;kg;11,42;18.0;27.5;0;0,0;314,05;205,56;108,49;0,3455;CEAGESP (atacado);Dinheiro
HF202504168;2025-04-15;2025;4;Hortfruit Tatuapé;Brooklin;Retirada;PF;Fruta;Maracujá;kg;14,59;8.0;12.0;0;0,0;175,08;116,72;58,36;0,3333;Cooperativa;Vale-alimentação
HF202504169;2025-08-22;2025;8;Hortfruit Tatuapé;Tatuapé;Delivery app;Mercado;Verdura;Repolho;kg;18,19;2.5;3.99;0;0,0;72,58;45,48;27,1;0,3734;Cooperativa;Débito
HF202504170;2025-01-23;2025;1;Hortfruit Santo Amaro;Pinheiros;WhatsApp;PF;Legume;Brócolis;un;23,0;3.5;5.5;0;0,0;126,5;80,5;46,0;0,3636;Importadora;Crédito
HF202504171;2025-11-21;2025;11;Hortfruit Pinheiros;Pinheiros;Delivery app;Mercado;Verdura;Cheiro-verde;maço;-14,0;1.5;2.99;0;0,0;41,86;21,0;20,86;0,4983;Distribuidor regional;Débito
HF202504172;2025-03-30;2025;3;Hortfruit Santana;Brooklin;Retirada;Restaurante;Verdura;  Manjericão  ;maço;3,0;3.0;4.99;0;0,0;14,97;9,0;5,97;0,3988;Produtor local;Dinheiro
HF202504173;2025-12-22;2025;12;Hortfruit Moema;Butantã;WhatsApp;Cozinha industrial;Verdura;Couve manteiga;maço;16,0;2.99;3.99;0;0,0;63,84;47,84;16,0;0,2506;Importadora;Vale-alimentação
HF202504174;2025-04-05;2025;4;Hortfruit Santana;Vila Mariana;Delivery app;Mercado;Verdura;Cebolinha;maço;29,0;1.5;2.5;0;0,0;72,5;43,5;29,0;0,4;Produtor local;Débito
HF202504175;2025-01-29;2025;1;Hortfruit Vila Mariana;Ipiranga;Loja física;Lanchonete;Legume;Couve-flor;un;18,0;5.5;8.5;0;0,0;153,0;99,0;54,0;0,3529;Distribuidor regional;Crédito
HF202504176;2025-11-21;2025;11;Hortfruit Pinheiros;Butantã;WhatsApp;Padaria;Verdura;Rúcula;maço;17,0;2.99;4.0;0;0,0;68,0;50,83;17,17;0,2525;CEAGESP (atacado);Pix
